shortcode,post_url,username,text,created_at,text_clean,text_norm,tokens,tokens_clean,tokens_stem,final_text,label_emosi,text_length
DGXrTRFvWpm,https://www.instagram.com/p/DGXrTRFvWpm/,indahharisun,"Heeee generasi muda, jangan gampang2 kabur dikit2 kabur lha dadi opo negoromu lek generasi muda yang berprestasi kabur ke luar negeri!
Dadi generasi muda lek isok mbenerin sistem dan tatanan negara ini. Piyee carane?? seng sek sekolah sinauo seng pinter trus berprestasi seng kerjo ciptakan lapangan pekerjaan bagi pengangguran
Lha nek generasi muda nya bermutu kan lama lama negara maju💪💪",26/02/2025,heeee generasi muda jangan gampang kabur dikit kabur lha dadi opo negoromu lek generasi muda yang berprestasi kabur ke luar negeri dadi generasi muda lek isok mbenerin sistem dan tatanan negara ini piyee carane seng sek sekolah sinauo seng pinter trus berprestasi seng kerjo ciptakan lapangan pekerjaan bagi pengangguran lha nek generasi muda nya bermutu kan lama lama negara maju,heeee generasi muda jangan gampang kabur sedikit kabur lha dadi apa negoromu lek generasi muda yang berprestasi kabur ke luar negeri dadi generasi muda lek isok mbenerin sistem dan tatanan negara ini piyee carane yang masih sekolah sinauo yang pinter terus berprestasi yang kerjo ciptakan lapangan pekerjaan bagi pengangguran lha nek generasi muda nya bermutu kan lama lama negara maju,"['heeee', 'generasi', 'muda', 'jangan', 'gampang', 'kabur', 'sedikit', 'kabur', 'lha', 'dadi', 'apa', 'negoromu', 'lek', 'generasi', 'muda', 'yang', 'berprestasi', 'kabur', 'ke', 'luar', 'negeri', 'dadi', 'generasi', 'muda', 'lek', 'isok', 'mbenerin', 'sistem', 'dan', 'tatanan', 'negara', 'ini', 'piyee', 'carane', 'yang', 'masih', 'sekolah', 'sinauo', 'yang', 'pinter', 'terus', 'berprestasi', 'yang', 'kerjo', 'ciptakan', 'lapangan', 'pekerjaan', 'bagi', 'pengangguran', 'lha', 'nek', 'generasi', 'muda', 'nya', 'bermutu', 'kan', 'lama', 'lama', 'negara', 'maju']","['heeee', 'generasi', 'muda', 'gampang', 'kabur', 'kabur', 'lha', 'dadi', 'negoromu', 'lek', 'generasi', 'muda', 'berprestasi', 'kabur', 'negeri', 'dadi', 'generasi', 'muda', 'lek', 'isok', 'mbenerin', 'sistem', 'tatanan', 'negara', 'piyee', 'carane', 'sekolah', 'sinauo', 'pinter', 'berprestasi', 'kerjo', 'ciptakan', 'lapangan', 'pekerjaan', 'pengangguran', 'lha', 'nek', 'generasi', 'muda', 'nya', 'bermutu', 'negara', 'maju']","['heeee', 'generasi', 'muda', 'gampang', 'kabur', 'kabur', 'lha', 'dadi', 'negoromu', 'lek', 'generasi', 'muda', 'prestasi', 'kabur', 'negeri', 'dadi', 'generasi', 'muda', 'lek', 'isok', 'mbenerin', 'sistem', 'tatanan', 'negara', 'piyee', 'carane', 'sekolah', 'sinauo', 'pinter', 'prestasi', 'kerjo', 'cipta', 'lapang', 'kerja', 'anggur', 'lha', 'nek', 'generasi', 'muda', 'nya', 'mutu', 'negara', 'maju']",heeee generasi muda gampang kabur kabur lha dadi negoromu lek generasi muda prestasi kabur negeri dadi generasi muda lek isok mbenerin sistem tatanan negara piyee carane sekolah sinauo pinter prestasi kerjo cipta lapang kerja anggur lha nek generasi muda nya mutu negara maju,anger,43
DGgK2RvzBFj,https://www.instagram.com/p/DGgK2RvzBFj/,event_ae,Memperburuk citra penyelenggara event dan media informasi 🤬,26/02/2025,memperburuk citra penyelenggara event dan media informasi,memperburuk citra penyelenggara event dan media informasi,"['memperburuk', 'citra', 'penyelenggara', 'event', 'dan', 'media', 'informasi']","['memperburuk', 'citra', 'penyelenggara', 'event', 'media', 'informasi']","['buruk', 'citra', 'selenggara', 'event', 'media', 'informasi']",buruk citra selenggara event media informasi,anger,6
DGk6Rk7PBEJ,https://www.instagram.com/p/DGk6Rk7PBEJ/,miburungdara,Jangan lupa nonton ya rek 🔥🙌,28/02/2025,jangan lupa nonton ya rek,jangan lupa nonton ya rek,"['jangan', 'lupa', 'nonton', 'ya', 'rek']","['lupa', 'nonton', 'ya', 'rek']","['lupa', 'nonton', 'ya', 'rek']",lupa nonton ya rek,joy,4
DGk6Rk7PBEJ,https://www.instagram.com/p/DGk6Rk7PBEJ/,didik_st_joe_new,Acaranya gus miftah sudah gk ada lagi ya biasanya tiap sahiur di jtv,28/02/2025,acaranya gus miftah sudah gk ada lagi ya biasanya tiap sahiur di jtv,acaranya gus miftah sudah tidak ada lagi ya biasanya tiap sahiur di jtv,"['acaranya', 'gus', 'miftah', 'sudah', 'tidak', 'ada', 'lagi', 'ya', 'biasanya', 'tiap', 'sahiur', 'di', 'jtv']","['acaranya', 'gus', 'miftah', 'ya', 'sahiur', 'jtv']","['acara', 'gus', 'miftah', 'ya', 'sahiur', 'jtv']",acara gus miftah ya sahiur jtv,sadness,6
DGng7a9ytn3,https://www.instagram.com/p/DGng7a9ytn3/,mulia_225,Yth JTV.  Maaf saya ikut saran untuk acara berita Pojok Kampung supaya pembaca beritanya dicarikan penyiar yang menarik biar enak ditonton,28/02/2025,yth jtv maaf saya ikut saran untuk acara berita pojok kampung supaya pembaca beritanya dicarikan penyiar yang menarik biar enak ditonton,yth jtv maaf saya ikut saran untuk acara berita pojok kampung supaya pembaca beritanya dicarikan penyiar yang menarik biar enak ditonton,"['yth', 'jtv', 'maaf', 'saya', 'ikut', 'saran', 'untuk', 'acara', 'berita', 'pojok', 'kampung', 'supaya', 'pembaca', 'beritanya', 'dicarikan', 'penyiar', 'yang', 'menarik', 'biar', 'enak', 'ditonton']","['yth', 'jtv', 'maaf', 'saran', 'acara', 'berita', 'pojok', 'kampung', 'pembaca', 'beritanya', 'dicarikan', 'penyiar', 'menarik', 'biar', 'enak', 'ditonton']","['yth', 'jtv', 'maaf', 'saran', 'acara', 'berita', 'pojok', 'kampung', 'baca', 'berita', 'cari', 'siar', 'tarik', 'biar', 'enak', 'tonton']",yth jtv maaf saran acara berita pojok kampung baca berita cari siar tarik biar enak tonton,netral,16
DGng7a9ytn3,https://www.instagram.com/p/DGng7a9ytn3/,farid_fahlevi2781,Berkah❤️❤️❤️❤️,28/02/2025,berkah,berkah,['berkah'],['berkah'],['berkah'],berkah,netral,1
DGk6Rk7PBEJ,https://www.instagram.com/p/DGk6Rk7PBEJ/,kedaibossmalang,Kapan offline di kota malang,28/02/2025,kapan offline di kota malang,kapan offline di kota malang,"['kapan', 'offline', 'di', 'kota', 'malang']","['offline', 'kota', 'malang']","['offline', 'kota', 'malang']",offline kota malang,netral,3
DGnhmU-vnhz,https://www.instagram.com/p/DGnhmU-vnhz/,syakira_rafandra,"Yes seru banget,,,",01/03/2025,yes seru banget,yes seru banget,"['yes', 'seru', 'banget']","['yes', 'seru', 'banget']","['yes', 'seru', 'banget']",yes seru banget,joy,3
DGk6Rk7PBEJ,https://www.instagram.com/p/DGk6Rk7PBEJ/,syakira_rafandra,Keren 😍,01/03/2025,keren,keren,['keren'],['keren'],['keren'],keren,joy,1
DGng7a9ytn3,https://www.instagram.com/p/DGng7a9ytn3/,firdadurrotunnafisah_,marhaban ya ramadhan ❤️,01/03/2025,marhaban ya ramadhan,marhaban ya ramadhan,"['marhaban', 'ya', 'ramadhan']","['marhaban', 'ya', 'ramadhan']","['marhaban', 'ya', 'ramadhan']",marhaban ya ramadhan,netral,3
DGm5Z8XS4d5,https://www.instagram.com/p/DGm5Z8XS4d5/,firdadurrotunnafisah_,seru banget nih kayaknya @zidan_rizqi_nugraha,01/03/2025,seru banget nih kayaknya,seru banget nih kayaknya,"['seru', 'banget', 'nih', 'kayaknya']","['seru', 'banget', 'nih', 'kayaknya']","['seru', 'banget', 'nih', 'kayak']",seru banget nih kayak,joy,4
DGm5Z8XS4d5,https://www.instagram.com/p/DGm5Z8XS4d5/,fadli252008,Info cp lomba min,02/03/2025,info cp lomba min,info cp lomba admin,"['info', 'cp', 'lomba', 'admin']","['info', 'cp', 'lomba', 'admin']","['info', 'cp', 'lomba', 'admin']",info cp lomba admin,netral,4
DGXrTRFvWpm,https://www.instagram.com/p/DGXrTRFvWpm/,setiajit9,"Kabur aja gak apa2 tp hrs punya skill yg mumpuni, krn klo tdk punya skill, di LN jd gelandangan dan memalukan Bangsa Indonesia",02/03/2025,kabur aja gak apa tp hrs punya skill yg mumpuni krn klo tdk punya skill di ln jd gelandangan dan memalukan bangsa indonesia,kabur saja tidak apa tapi harus milik skill yang mumpuni karena kalau tidak milik skill di ln jadi gelandangan dan memalukan bangsa indonesia,"['kabur', 'saja', 'tidak', 'apa', 'tapi', 'harus', 'milik', 'skill', 'yang', 'mumpuni', 'karena', 'kalau', 'tidak', 'milik', 'skill', 'di', 'ln', 'jadi', 'gelandangan', 'dan', 'memalukan', 'bangsa', 'indonesia']","['kabur', 'milik', 'skill', 'mumpuni', 'milik', 'skill', 'ln', 'gelandangan', 'memalukan', 'bangsa', 'indonesia']","['kabur', 'milik', 'skill', 'mumpuni', 'milik', 'skill', 'ln', 'gelandang', 'malu', 'bangsa', 'indonesia']",kabur milik skill mumpuni milik skill ln gelandang malu bangsa indonesia,anger,11
DGm5Z8XS4d5,https://www.instagram.com/p/DGm5Z8XS4d5/,khumairo57,Kq gak di alun seperti tahun lalu,03/03/2025,kq gak di alun seperti tahun lalu,kq tidak di alun seperti tahun lalu,"['kq', 'tidak', 'di', 'alun', 'seperti', 'tahun', 'lalu']","['kq', 'alun']","['kq', 'alun']",kq alun,netral,2
DGm5Z8XS4d5,https://www.instagram.com/p/DGm5Z8XS4d5/,sm.skj.sragen,info sholawatan nya tanggal berapa,04/03/2025,info sholawatan nya tanggal berapa,info sholawatan nya tanggal berapa,"['info', 'sholawatan', 'nya', 'tanggal', 'berapa']","['info', 'sholawatan', 'nya', 'tanggal']","['info', 'sholawatan', 'nya', 'tanggal']",info sholawatan nya tanggal,netral,4
DFhztIaPax-,https://www.instagram.com/p/DFhztIaPax-/,sdn.pepelegi1,Seruuuu sepertinya 😂😂,22/03/2025,seruuuu sepertinya,seruuuu sepertinya,"['seruuuu', 'sepertinya']",['seruuuu'],['seruuuu'],seruuuu,joy,1
DILPn2jJ3Na,https://www.instagram.com/p/DILPn2jJ3Na/,gitagindud,Butuh banget nih infonya,08/04/2025,butuh banget nih infonya,butuh banget nih infonya,"['butuh', 'banget', 'nih', 'infonya']","['butuh', 'banget', 'nih', 'infonya']","['butuh', 'banget', 'nih', 'info']",butuh banget nih info,netral,4
DILPn2jJ3Na,https://www.instagram.com/p/DILPn2jJ3Na/,nvrdaa,Bapak Ifal akbar ariping idolaa 🔥,09/04/2025,bapak ifal akbar ariping idolaa,bapak ifal akbar ariping idolaa,"['bapak', 'ifal', 'akbar', 'ariping', 'idolaa']","['ifal', 'akbar', 'ariping', 'idolaa']","['ifal', 'akbar', 'ariping', 'idolaa']",ifal akbar ariping idolaa,joy,4
DGk6Rk7PBEJ,https://www.instagram.com/p/DGk6Rk7PBEJ/,nurullintang28,Enaknya nyambung teruuuss,09/04/2025,enaknya nyambung teruuuss,enaknya nyambung teruuuss,"['enaknya', 'nyambung', 'teruuuss']","['enaknya', 'nyambung', 'teruuuss']","['enak', 'nyambung', 'teruuuss']",enak nyambung teruuuss,joy,3
DIVuHwPp5K1,https://www.instagram.com/p/DIVuHwPp5K1/,agassi.lasura,Sukses terus @sarimi_id 👏,12/04/2025,sukses terus,sukses terus,"['sukses', 'terus']",['sukses'],['sukses'],sukses,joy,1
DIVvn5Lptpb,https://www.instagram.com/p/DIVvn5Lptpb/,agassi.lasura,Mboiss,12/04/2025,mboiss,mboiss,['mboiss'],['mboiss'],['mboiss'],mboiss,joy,1
DIVvn5Lptpb,https://www.instagram.com/p/DIVvn5Lptpb/,syaifulbachri01,"Tahun ngarep nang suroboyo min, ben gak nang darjo terus..",12/04/2025,tahun ngarep nang suroboyo min ben gak nang darjo terus,tahun ngarep nang suroboyo admin agar tidak nang darjo terus,"['tahun', 'ngarep', 'nang', 'suroboyo', 'admin', 'agar', 'tidak', 'nang', 'darjo', 'terus']","['ngarep', 'nang', 'suroboyo', 'admin', 'nang', 'darjo']","['ngarep', 'nang', 'suroboyo', 'admin', 'nang', 'darjo']",ngarep nang suroboyo admin nang darjo,netral,6
DIVuHwPp5K1,https://www.instagram.com/p/DIVuHwPp5K1/,rudy__kurnia,Mi lak Duek mepet pas tanggal tuek 😂,12/04/2025,mi lak duek mepet pas tanggal tuek,mi lak duek mepet pas tanggal tuek,"['mi', 'lak', 'duek', 'mepet', 'pas', 'tanggal', 'tuek']","['mi', 'lak', 'duek', 'mepet', 'pas', 'tanggal', 'tuek']","['mi', 'lak', 'duek', 'mepet', 'pas', 'tanggal', 'tuek']",mi lak duek mepet pas tanggal tuek,sadness,7
DIVuHwPp5K1,https://www.instagram.com/p/DIVuHwPp5K1/,halley_raditya,Selerakuuuuuu mbak mbak'e maksudteee,12/04/2025,selerakuuuuuu mbak mbake maksudteee,selerakuuuuuu mbak mbake maksudteee,"['selerakuuuuuu', 'mbak', 'mbake', 'maksudteee']","['selerakuuuuuu', 'mbak', 'mbake', 'maksudteee']","['selerakuuuuuu', 'mbak', 'mbake', 'maksudteee']",selerakuuuuuu mbak mbake maksudteee,joy,4
DIVuHwPp5K1,https://www.instagram.com/p/DIVuHwPp5K1/,gunturhendarlagi,Wenaaakkk,13/04/2025,wenaaakkk,wenaaakkk,['wenaaakkk'],['wenaaakkk'],['wenaaakkk'],wenaaakkk,joy,1
DIVvn5Lptpb,https://www.instagram.com/p/DIVvn5Lptpb/,gunturhendarlagi,Next suroboyo bisa min,13/04/2025,next suroboyo bisa min,next suroboyo bisa admin,"['next', 'suroboyo', 'bisa', 'admin']","['next', 'suroboyo', 'admin']","['next', 'suroboyo', 'admin']",next suroboyo admin,netral,3
DIVuHwPp5K1,https://www.instagram.com/p/DIVuHwPp5K1/,dwiadlz13,Mie seng tak ge stok nengomah. Lek bengi keluwen,13/04/2025,mie seng tak ge stok nengomah lek bengi keluwen,mie yang tidak ge stok nengomah lek bengi keluwen,"['mie', 'yang', 'tidak', 'ge', 'stok', 'nengomah', 'lek', 'bengi', 'keluwen']","['mie', 'ge', 'stok', 'nengomah', 'lek', 'bengi', 'keluwen']","['mie', 'ge', 'stok', 'nengomah', 'lek', 'bengi', 'keluwen']",mie ge stok nengomah lek bengi keluwen,netral,7
DIYpJbnSrr7,https://www.instagram.com/p/DIYpJbnSrr7/,dwiadlz13,Arek stm smk pinter2 ngelas,13/04/2025,arek stm smk pinter ngelas,arek stm smk pinter ngelas,"['arek', 'stm', 'smk', 'pinter', 'ngelas']","['arek', 'stm', 'smk', 'pinter', 'ngelas']","['arek', 'stm', 'smk', 'pinter', 'ngelas']",arek stm smk pinter ngelas,netral,5
DIYpJbnSrr7,https://www.instagram.com/p/DIYpJbnSrr7/,anug.erahistimewa,info tutorial min,13/04/2025,info tutorial min,info tutorial admin,"['info', 'tutorial', 'admin']","['info', 'tutorial', 'admin']","['info', 'tutorial', 'admin']",info tutorial admin,netral,3
DIYpJbnSrr7,https://www.instagram.com/p/DIYpJbnSrr7/,kampuhweldingid,Jangan sampai kelewatan 😍,14/04/2025,jangan sampai kelewatan,jangan sampai kelewatan,"['jangan', 'sampai', 'kelewatan']",['kelewatan'],['lewat'],lewat,joy,1
DIbRgVIzvGG,https://www.instagram.com/p/DIbRgVIzvGG/,keliling_suroboyo,Akun Stasiun dangdut ilang ta Min?,14/04/2025,akun stasiun dangdut ilang ta min,akun stasiun dangdut ilang ta admin,"['akun', 'stasiun', 'dangdut', 'ilang', 'ta', 'admin']","['akun', 'stasiun', 'dangdut', 'ilang', 'ta', 'admin']","['akun', 'stasiun', 'dangdut', 'ilang', 'ta', 'admin']",akun stasiun dangdut ilang ta admin,fear,6
DIc_CtozHCB,https://www.instagram.com/p/DIc_CtozHCB/,halley_raditya,Cak ji kudu teko....,15/04/2025,cak ji kudu teko,cak ji harus teko,"['cak', 'ji', 'harus', 'teko']","['cak', 'ji', 'teko']","['cak', 'ji', 'teko']",cak ji teko,netral,3
DIc_CtozHCB,https://www.instagram.com/p/DIc_CtozHCB/,alek.supriyadi.79,Pasti Teko Cak Ji,15/04/2025,pasti teko cak ji,pasti teko cak ji,"['pasti', 'teko', 'cak', 'ji']","['teko', 'cak', 'ji']","['teko', 'cak', 'ji']",teko cak ji,netral,3
DIdtgPYS6x9,https://www.instagram.com/p/DIdtgPYS6x9/,gunturhendarlagi3,Ketar ketir..,15/04/2025,ketar ketir,ketar ketir,"['ketar', 'ketir']","['ketar', 'ketir']","['ketar', 'tir']",ketar tir,netral,2
DIfgYGVShKm,https://www.instagram.com/p/DIfgYGVShKm/,agassi.lasura,Mboisss,16/04/2025,mboisss,mboisss,['mboisss'],['mboisss'],['mboisss'],mboisss,joy,1
DIfgYGVShKm,https://www.instagram.com/p/DIfgYGVShKm/,gunturhendarlagi4,Yahuuuddd..,16/04/2025,yahuuuddd,yahuuuddd,['yahuuuddd'],['yahuuuddd'],['yahuuuddd'],yahuuuddd,joy,1
DIfgYGVShKm,https://www.instagram.com/p/DIfgYGVShKm/,therealjefff_,Ditunggu duetnyaaa 😍,16/04/2025,ditunggu duetnyaaa,ditunggu duetnyaaa,"['ditunggu', 'duetnyaaa']","['ditunggu', 'duetnyaaa']","['tunggu', 'duetnyaaa']",tunggu duetnyaaa,joy,2
DIfgYGVShKm,https://www.instagram.com/p/DIfgYGVShKm/,jtvoptimis03,Sawerrr Bozzzzzz,16/04/2025,sawerrr bozzzzzz,sawerrr bozzzzzz,"['sawerrr', 'bozzzzzz']","['sawerrr', 'bozzzzzz']","['sawerrr', 'bozzzzzz']",sawerrr bozzzzzz,joy,2
DIf9YNdSsMe,https://www.instagram.com/p/DIf9YNdSsMe/,agassi.lasura,"Ngeweri onok tim liga utama spanyol, gak kaleng kaleng",16/04/2025,ngeweri onok tim liga utama spanyol gak kaleng kaleng,ngeweri onok tim liga utama spanyol tidak kaleng kaleng,"['ngeweri', 'onok', 'tim', 'liga', 'utama', 'spanyol', 'tidak', 'kaleng', 'kaleng']","['ngeweri', 'onok', 'tim', 'liga', 'utama', 'spanyol', 'kaleng', 'kaleng']","['ngeweri', 'onok', 'tim', 'liga', 'utama', 'spanyol', 'kaleng', 'kaleng']",ngeweri onok tim liga utama spanyol kaleng kaleng,joy,8
DIf9YNdSsMe,https://www.instagram.com/p/DIf9YNdSsMe/,sola_t0,Indonesia 🔥,16/04/2025,indonesia,indonesia,['indonesia'],['indonesia'],['indonesia'],indonesia,netral,1
DIf9YNdSsMe,https://www.instagram.com/p/DIf9YNdSsMe/,gunturhendarlagi4,Prediksi pediksi..,16/04/2025,prediksi pediksi,prediksi pediksi,"['prediksi', 'pediksi']","['prediksi', 'pediksi']","['prediksi', 'diksi']",prediksi diksi,netral,2
DIisbC2NyJr,https://www.instagram.com/p/DIisbC2NyJr/,yayan_grissee,Ehmmmm,17/04/2025,ehmmmm,ehmmmm,['ehmmmm'],['ehmmmm'],['ehmmmm'],ehmmmm,netral,1
DIisbC2NyJr,https://www.instagram.com/p/DIisbC2NyJr/,yuliantorek,Oooo,17/04/2025,oooo,oooo,['oooo'],['oooo'],['oooo'],oooo,netral,1
DIisbC2NyJr,https://www.instagram.com/p/DIisbC2NyJr/,green_ranger67,hadeh,17/04/2025,hadeh,hadeh,['hadeh'],['hadeh'],['hadeh'],hadeh,sadness,1
DIisbC2NyJr,https://www.instagram.com/p/DIisbC2NyJr/,halley_raditya,Tiwas ngenteni...,17/04/2025,tiwas ngenteni,tiwas ngenteni,"['tiwas', 'ngenteni']","['tiwas', 'ngenteni']","['tiwas', 'ngenteni']",tiwas ngenteni,sadness,2
DIisbC2NyJr,https://www.instagram.com/p/DIisbC2NyJr/,saha_dato,Panitia terkesan mendadak dan kurang pro🔥,17/04/2025,panitia terkesan mendadak dan kurang pro,panitia terkesan mendadak dan kurang pro,"['panitia', 'terkesan', 'mendadak', 'dan', 'kurang', 'pro']","['panitia', 'terkesan', 'mendadak', 'pro']","['panitia', 'kes', 'dadak', 'pro']",panitia kes dadak pro,anger,4
DIkb3xlybhj,https://www.instagram.com/p/DIkb3xlybhj/,buuuendang,"Maaf saya mau ikut nanya puasa udh lewat tapi bb belum turun2 ya.. gmn ya caranya biar bb turun & perut kempes, bener2 habis lebaran ini bb naik drastis banget😖",18/04/2025,maaf saya mau ikut nanya puasa udh lewat tapi bb belum turun ya gmn ya caranya biar bb turun perut kempes bener habis lebaran ini bb naik drastis banget,maaf saya mau ikut tanya puasa sudah lewat tetapi bb belum turun ya bagaimana ya caranya biar bb turun perut kempes benar habis lebaran ini bb naik drastis banget,"['maaf', 'saya', 'mau', 'ikut', 'tanya', 'puasa', 'sudah', 'lewat', 'tetapi', 'bb', 'belum', 'turun', 'ya', 'bagaimana', 'ya', 'caranya', 'biar', 'bb', 'turun', 'perut', 'kempes', 'benar', 'habis', 'lebaran', 'ini', 'bb', 'naik', 'drastis', 'banget']","['maaf', 'puasa', 'bb', 'turun', 'ya', 'ya', 'biar', 'bb', 'turun', 'perut', 'kempes', 'habis', 'lebaran', 'bb', 'drastis', 'banget']","['maaf', 'puasa', 'bb', 'turun', 'ya', 'ya', 'biar', 'bb', 'turun', 'perut', 'kempes', 'habis', 'lebaran', 'bb', 'drastis', 'banget']",maaf puasa bb turun ya ya biar bb turun perut kempes habis lebaran bb drastis banget,joy,16
DIkb3xlybhj,https://www.instagram.com/p/DIkb3xlybhj/,timbuline,Dirgahayu... 🔥,18/04/2025,dirgahayu,dirgahayu,['dirgahayu'],['dirgahayu'],['dirgahayu'],dirgahayu,joy,1
DIkb3xlybhj,https://www.instagram.com/p/DIkb3xlybhj/,dwiadlz13,Selamat 🔥🔥🔥,18/04/2025,selamat,selamat,['selamat'],['selamat'],['selamat'],selamat,joy,1
DIldqPyTcnp,https://www.instagram.com/p/DIldqPyTcnp/,jimmyqiandra,Kalo nahan surat nikah akta dan berkas lain. Juga nahan anak dan istri bisa dipidana juga kah???😮,18/04/2025,kalo nahan surat nikah akta dan berkas lain juga nahan anak dan istri bisa dipidana juga kah,kalau nahan surat nikah akta dan berkas lain juga nahan anak dan istri bisa dipidana juga kah,"['kalau', 'nahan', 'surat', 'nikah', 'akta', 'dan', 'berkas', 'lain', 'juga', 'nahan', 'anak', 'dan', 'istri', 'bisa', 'dipidana', 'juga', 'kah']","['nahan', 'surat', 'nikah', 'akta', 'berkas', 'nahan', 'anak', 'istri', 'dipidana', 'kah']","['nahan', 'surat', 'nikah', 'akta', 'berkas', 'nahan', 'anak', 'istri', 'pidana', 'kah']",nahan surat nikah akta berkas nahan anak istri pidana kah,fear,10
DIldqPyTcnp,https://www.instagram.com/p/DIldqPyTcnp/,deasyadn,Menariiik 😮,18/04/2025,menariiik,menariiik,['menariiik'],['menariiik'],['menariiik'],menariiik,joy,1
DIlRP3Ezfb9,https://www.instagram.com/p/DIlRP3Ezfb9/,massmemed,Calon penggawa Garuda.. 🔥🔥,18/04/2025,calon penggawa garuda,calon penggawa garuda,"['calon', 'penggawa', 'garuda']","['calon', 'penggawa', 'garuda']","['calon', 'penggawa', 'garuda']",calon penggawa garuda,joy,3
DInIsUPypXE,https://www.instagram.com/p/DInIsUPypXE/,ardi.ladyvers,Mbak selly monica kapan di stasiun dangdut min,19/04/2025,mbak selly monica kapan di stasiun dangdut min,mbak selly monica kapan di stasiun dangdut admin,"['mbak', 'selly', 'monica', 'kapan', 'di', 'stasiun', 'dangdut', 'admin']","['mbak', 'selly', 'monica', 'stasiun', 'dangdut', 'admin']","['mbak', 'selly', 'monica', 'stasiun', 'dangdut', 'admin']",mbak selly monica stasiun dangdut admin,netral,6
DIldqPyTcnp,https://www.instagram.com/p/DIldqPyTcnp/,ndoroarjun,Ayo jtv kawal terus... Banyak perusahaan yg nakal di sby,19/04/2025,ayo jtv kawal terus banyak perusahaan yg nakal di sby,ayo jtv kawal terus banyak perusahaan yang nakal di sby,"['ayo', 'jtv', 'kawal', 'terus', 'banyak', 'perusahaan', 'yang', 'nakal', 'di', 'sby']","['ayo', 'jtv', 'kawal', 'perusahaan', 'nakal', 'sby']","['ayo', 'jtv', 'kawal', 'usaha', 'nakal', 'sby']",ayo jtv kawal usaha nakal sby,anger,6
DInIsUPypXE,https://www.instagram.com/p/DInIsUPypXE/,sonysangra,Stasiun dangdut yang hari Sabtu gak ada yang live ta,19/04/2025,stasiun dangdut yang hari sabtu gak ada yang live ta,stasiun dangdut yang hari sabtu tidak ada yang live ta,"['stasiun', 'dangdut', 'yang', 'hari', 'sabtu', 'tidak', 'ada', 'yang', 'live', 'ta']","['stasiun', 'dangdut', 'sabtu', 'live', 'ta']","['stasiun', 'dangdut', 'sabtu', 'live', 'ta']",stasiun dangdut sabtu live ta,netral,5
DIoDrSRTjI3,https://www.instagram.com/p/DIoDrSRTjI3/,deasyadn,Mantap🙌,19/04/2025,mantap,mantap,['mantap'],['mantap'],['mantap'],mantap,joy,1
DInIsUPypXE,https://www.instagram.com/p/DInIsUPypXE/,putramega_22,Sukses dan kaya sslalu,21/04/2025,sukses dan kaya sslalu,sukses dan kaya sslalu,"['sukses', 'dan', 'kaya', 'sslalu']","['sukses', 'kaya', 'sslalu']","['sukses', 'kaya', 'sslalu']",sukses kaya sslalu,joy,3
DIrDDYrSRb5,https://www.instagram.com/p/DIrDDYrSRb5/,putramega_22,Sukses dan jaga selalu,21/04/2025,sukses dan jaga selalu,sukses dan jaga selalu,"['sukses', 'dan', 'jaga', 'selalu']","['sukses', 'jaga']","['sukses', 'jaga']",sukses jaga,joy,2
DIr5AXlyMG6,https://www.instagram.com/p/DIr5AXlyMG6/,mayapamudji,"Happy Kartini Day, 'your worth you were born to make a difference'",21/04/2025,happy kartini day your worth you were born to make a difference,happy kartini day your worth you were born to make a difference,"['happy', 'kartini', 'day', 'your', 'worth', 'you', 'were', 'born', 'to', 'make', 'a', 'difference']","['happy', 'kartini', 'day', 'worth', 'born', 'make', 'difference']","['happy', 'kartini', 'day', 'worth', 'born', 'make', 'difference']",happy kartini day worth born make difference,joy,7
